# Chromatin Architecture Emerges during Zygotic Genome Activation Independent of Transcription
# Clemens B Hug, Alexis G Grimaldi, Kai Kruse, Juan M Vaquerizas
# http://dx.doi.org/10.1016/j.cell.2017.03.024
#
# List of consensus boundary calls for Drosophila melanogaster embryos at nuclear cycle 12, 13, 14 and at 3-4hpf
# NA denotes boundaries not called or called with a score <0.5 at this stage
#
chrom	start	end	c12	c13	c14	3-4h
X	10587500	10592500	NA	NA	0.805613228079	1.00312145854
X	10730000	10735000	NA	NA	0.719375446974	NA
X	10765000	10770000	NA	NA	NA	1.00010323725
X	10837500	10842500	NA	NA	0.750249607495	0.865678620001
X	10925000	10930000	NA	NA	1.02178080373	1.05871084399
X	11145000	11150000	NA	0.946668106567	1.23087305346	1.88610166348
X	11347500	11352500	0.647590060661	0.993715614831	1.26864407252	1.46400423178
X	11480000	11485000	NA	0.654419984673	1.15149858743	1.1574515682
X	11600000	11605000	NA	NA	NA	1.21489548305
X	11695000	11700000	NA	NA	NA	1.42889576052
X	11800000	11805000	NA	0.906239166634	1.41194513992	1.75350266553
X	11887500	11892500	NA	NA	0.60284633292	1.51266352493
X	12012500	12017500	0.534154353025	1.04193659621	1.68865763682	2.06763953838
X	12200000	12205000	NA	0.730310352977	1.36831879787	2.06482288688
X	12280000	12285000	NA	NA	NA	0.608390587897
X	12460000	12465000	NA	0.542859909771	0.791128345082	1.04336619731
X	12577500	12582500	0.737907410672	1.27437460716	1.79512492481	2.30546923975
X	12655000	12660000	NA	0.724166782016	1.06499820365	1.42395060492
X	12762500	12767500	NA	NA	1.0564400351	2.32842760228
X	12892500	12897500	NA	NA	0.770566571876	0.873045897402
X	13085000	13090000	NA	NA	1.08027198886	1.42943085857
X	13110000	13115000	NA	0.77032640571	NA	NA
X	13205000	13210000	NA	NA	NA	0.694487481299
X	13280000	13285000	NA	0.770589901159	1.10423265108	1.64925538214
X	13400000	13405000	NA	0.855730253402	1.32787159903	1.58193911102
X	13610000	13615000	NA	0.680026533706	1.09637670053	1.70501270085
X	13735000	13740000	NA	0.668474324765	1.03020154258	1.45887902189
X	13830000	13835000	NA	NA	NA	0.86865887873
X	13980000	13985000	NA	NA	NA	1.03843602294
X	14235000	14240000	NA	NA	0.610360844248	1.53508075407
X	14350000	14355000	NA	NA	0.610360844248	NA
X	14592500	14597500	0.610639099863	NA	NA	1.17852723148
X	14832500	14837500	NA	NA	0.644831259137	1.22237219534
X	15010000	15015000	NA	NA	NA	0.537978642773
X	15080000	15085000	NA	NA	NA	0.783412195403
X	15095000	15100000	NA	0.586298891224	0.527052578256	NA
X	15132500	15137500	NA	NA	0.607690632966	0.520435248093
X	15300000	15305000	NA	0.662994418834	1.01516224158	1.55692194623
X	15460000	15465000	NA	0.738240488305	1.25859666556	2.21841829795
X	15575000	15580000	0.736915246099	1.25674980467	1.90225808828	2.6044958648
X	15700000	15705000	NA	0.816231569367	1.12543753342	1.3244457192
X	15870000	15875000	NA	0.596970872091	0.768617568892	1.15054241372
X	16100000	16105000	NA	NA	0.84235284757	0.902462193945
X	16270000	16275000	0.985884990073	0.652367473227	1.123928939	1.25787637709
X	16442500	16447500	0.564254812963	0.950177153402	1.41923389707	2.10146142152
X	16590000	16595000	NA	NA	NA	0.871276822967
X	16635000	16640000	NA	0.788473198425	0.897798176857	1.32540480863
X	16785000	16790000	NA	0.563125753299	0.979593586063	1.37949168897
X	16945000	16950000	0.908210141852	1.37008254337	1.49143843163	1.5694022765
X	17075000	17080000	NA	NA	NA	1.11741755462
X	17165000	17170000	0.921036004747	1.46147438916	1.93396330163	2.12317238889
X	17300000	17305000	NA	0.544394140773	0.937184327952	2.01426790783
X	17415000	17420000	NA	NA	0.845210183878	1.86777385431
X	17640000	17645000	NA	0.830366386567	1.25041995221	1.34326634564
X	17710000	17715000	NA	0.748858424534	1.19862664491	2.21502340716
X	17825000	17830000	1.0620937819	1.76388316021	2.29190818723	2.75188424157
X	18090000	18095000	NA	NA	NA	1.21116305466
X	18095000	18100000	NA	NA	NA	1.21116305466
X	18112500	18117500	0.526031723427	0.58083352903	0.981711949179	1.21116305466
X	18230000	18235000	NA	0.506094339035	0.804067333773	1.99922985758
X	18310000	18315000	NA	0.684097421689	1.00114418139	1.50944536799
X	18372500	18377500	NA	0.648295085115	NA	0.781776179761
X	18505000	18510000	0.609992874646	0.786517177666	1.19144432385	2.11031955951
X	18640000	18645000	0.571183914013	1.18880298556	1.62806079184	2.4297505048
X	18790000	18795000	1.00553172761	2.09375642828	2.32990483347	1.81146645169
X	18870000	18875000	NA	0.537963642442	1.01507239825	1.71194819069
X	19017500	19022500	0.542904678469	0.548357030872	0.710093062078	1.04330097575
X	19185000	19190000	NA	NA	0.702207635452	1.15955218375
X	19260000	19265000	NA	NA	0.510264448524	0.936285425055
X	19320000	19325000	NA	NA	0.591333277692	NA
X	19490000	19495000	NA	NA	0.617014073963	1.81854669099
X	19630000	19635000	NA	NA	0.575840731222	0.859968124447
X	19760000	19765000	NA	0.669754708888	1.71611364445	1.50050725549
X	19860000	19865000	0.536722896087	0.769552998402	0.987832659483	1.28807349997
X	20395000	20400000	NA	0.655250991817	1.13982899763	1.44739670585
X	20510000	20515000	NA	0.885501035207	1.55926054507	2.03403537096
X	20630000	20635000	NA	0.710804234661	1.47371672928	2.17152150644
X	20755000	20760000	0.547710556394	1.08152930605	1.34059171352	2.07244634394
X	21040000	21045000	NA	0.642752673869	0.819996849149	1.2698903628
X	21312500	21317500	NA	NA	0.611559883455	1.12115856165
X	21365000	21370000	NA	0.551420803689	0.749360662722	1.04126127709
X	22650000	22655000	NA	NA	NA	0.612613023479
X	22822500	22827500	NA	NA	0.878699249514	0.920770417687
X	22915000	22920000	0.853684129319	NA	NA	NA
X	23015000	23020000	1.05236292457	0.574437680616	0.669485825673	1.51197448885
